"";"ID";"spec";"col";"tank";"tp";"treat";"conc";"necro_occured";"treatment";"necro_per"
"351";"Pve_F_7";"Pve";"F";"7";2;"0.1";0,1;"no";"A";0
"352";"Pve_F_7";"Pve";"F";"7";3;"0.1";0,1;"no";"A";0
"353";"Pve_F_8";"Pve";"F";"8";0;"1";1;"no";"B";0
"354";"Pve_F_8";"Pve";"F";"8";1;"1";1;"no";"B";0
"355";"Pve_F_8";"Pve";"F";"8";2;"1";1;"no";"B";0
"356";"Pve_F_8";"Pve";"F";"8";3;"1";1;"yes";"B";1,47701441444358
"357";"Pve_F_9";"Pve";"F";"9";0;"10";10;"no";"C";0
"358";"Pve_F_9";"Pve";"F";"9";1;"10";10;"no";"C";0
"359";"Pve_F_9";"Pve";"F";"9";2;"10";10;"no";"C";0
"360";"Pve_F_9";"Pve";"F";"9";3;"10";10;"no";"C";0
"361";"Spi_A_1";"Spi";"A";"1";0;"control";0;"no";"control";0
"362";"Spi_A_1";"Spi";"A";"1";1;"control";0;"no";"control";0
"363";"Spi_A_1";"Spi";"A";"1";2;"control";0;"no";"control";0
"364";"Spi_A_1";"Spi";"A";"1";3;"control";0;"no";"control";0
"365";"Spi_A_10";"Spi";"A";"10";0;"100";100;"no";"D";0
"366";"Spi_A_10";"Spi";"A";"10";1;"100";100;"no";"D";0
"367";"Spi_A_10";"Spi";"A";"10";2;"100";100;"no";"D";0
"368";"Spi_A_10";"Spi";"A";"10";3;"100";100;"no";"D";0
"369";"Spi_A_11";"Spi";"A";"11";0;"control";0;"no";"control";0
"370";"Spi_A_11";"Spi";"A";"11";1;"control";0;"no";"control";0
"371";"Spi_A_11";"Spi";"A";"11";2;"control";0;"no";"control";0
"372";"Spi_A_11";"Spi";"A";"11";3;"control";0;"no";"control";0
"373";"Spi_A_12";"Spi";"A";"12";0;"0.1";0,1;"no";"A";0
"374";"Spi_A_12";"Spi";"A";"12";1;"0.1";0,1;"no";"A";0
"375";"Spi_A_12";"Spi";"A";"12";2;"0.1";0,1;"no";"A";0
"376";"Spi_A_12";"Spi";"A";"12";3;"0.1";0,1;"no";"A";0
"377";"Spi_A_13";"Spi";"A";"13";0;"1";1;"no";"B";0
"378";"Spi_A_13";"Spi";"A";"13";1;"1";1;"no";"B";0
"379";"Spi_A_13";"Spi";"A";"13";2;"1";1;"no";"B";0
"380";"Spi_A_13";"Spi";"A";"13";3;"1";1;"no";"B";0
"381";"Spi_A_14";"Spi";"A";"14";0;"10";10;"no";"C";0
"382";"Spi_A_14";"Spi";"A";"14";1;"10";10;"no";"C";0
"383";"Spi_A_14";"Spi";"A";"14";2;"10";10;"no";"C";0
"384";"Spi_A_14";"Spi";"A";"14";3;"10";10;"no";"C";0
"385";"Spi_A_15";"Spi";"A";"15";0;"100";100;"no";"D";0
"386";"Spi_A_15";"Spi";"A";"15";1;"100";100;"no";"D";0
"387";"Spi_A_15";"Spi";"A";"15";2;"100";100;"no";"D";0
"388";"Spi_A_15";"Spi";"A";"15";3;"100";100;"no";"D";0
"389";"Spi_A_2";"Spi";"A";"2";0;"0.1";0,1;"no";"A";0
"390";"Spi_A_2";"Spi";"A";"2";1;"0.1";0,1;"no";"A";0
"391";"Spi_A_2";"Spi";"A";"2";2;"0.1";0,1;"no";"A";0
"392";"Spi_A_2";"Spi";"A";"2";3;"0.1";0,1;"no";"A";0
"393";"Spi_A_3";"Spi";"A";"3";0;"1";1;"no";"B";0
"394";"Spi_A_3";"Spi";"A";"3";1;"1";1;"no";"B";0
"395";"Spi_A_3";"Spi";"A";"3";2;"1";1;"no";"B";0
"396";"Spi_A_3";"Spi";"A";"3";3;"1";1;"no";"B";0
"397";"Spi_A_4";"Spi";"A";"4";0;"10";10;"no";"C";0
"398";"Spi_A_4";"Spi";"A";"4";1;"10";10;"no";"C";0
"399";"Spi_A_4";"Spi";"A";"4";2;"10";10;"no";"C";0
"400";"Spi_A_4";"Spi";"A";"4";3;"10";10;"no";"C";0
"401";"Spi_A_5";"Spi";"A";"5";0;"100";100;"no";"D";0
"402";"Spi_A_5";"Spi";"A";"5";1;"100";100;"no";"D";0
"403";"Spi_A_5";"Spi";"A";"5";2;"100";100;"no";"D";0
"404";"Spi_A_5";"Spi";"A";"5";3;"100";100;"no";"D";0
"405";"Spi_A_6";"Spi";"A";"6";0;"control";0;"no";"control";0
"406";"Spi_A_6";"Spi";"A";"6";1;"control";0;"no";"control";0
"407";"Spi_A_6";"Spi";"A";"6";2;"control";0;"no";"control";0
"408";"Spi_A_6";"Spi";"A";"6";3;"control";0;"no";"control";0
"409";"Spi_A_7";"Spi";"A";"7";0;"0.1";0,1;"no";"A";0
"410";"Spi_A_7";"Spi";"A";"7";1;"0.1";0,1;"no";"A";0
"411";"Spi_A_7";"Spi";"A";"7";2;"0.1";0,1;"no";"A";0
"412";"Spi_A_7";"Spi";"A";"7";3;"0.1";0,1;"no";"A";0
"413";"Spi_A_8";"Spi";"A";"8";0;"1";1;"no";"B";0
"414";"Spi_A_8";"Spi";"A";"8";1;"1";1;"no";"B";0
"415";"Spi_A_8";"Spi";"A";"8";2;"1";1;"no";"B";0
"416";"Spi_A_8";"Spi";"A";"8";3;"1";1;"no";"B";0
"417";"Spi_A_9";"Spi";"A";"9";0;"10";10;"no";"C";0
"418";"Spi_A_9";"Spi";"A";"9";1;"10";10;"no";"C";0
"419";"Spi_A_9";"Spi";"A";"9";2;"10";10;"no";"C";0
"420";"Spi_A_9";"Spi";"A";"9";3;"10";10;"no";"C";0
"421";"Spi_B_1";"Spi";"B";"1";0;"control";0;"no";"control";0
"422";"Spi_B_1";"Spi";"B";"1";1;"control";0;"no";"control";0
"423";"Spi_B_1";"Spi";"B";"1";2;"control";0;"no";"control";0
"424";"Spi_B_1";"Spi";"B";"1";3;"control";0;"no";"control";0
"425";"Spi_B_10";"Spi";"B";"10";0;"100";100;"no";"D";0
"426";"Spi_B_10";"Spi";"B";"10";1;"100";100;"no";"D";0
"427";"Spi_B_10";"Spi";"B";"10";2;"100";100;"no";"D";0
"428";"Spi_B_10";"Spi";"B";"10";3;"100";100;"no";"D";0
"429";"Spi_B_11";"Spi";"B";"11";0;"control";0;"no";"control";0
"430";"Spi_B_11";"Spi";"B";"11";1;"control";0;"yes";"control";23,0986682524003
"431";"Spi_B_11";"Spi";"B";"11";2;"control";0;"yes";"control";43,7499805374448
"432";"Spi_B_11";"Spi";"B";"11";3;"control";0;"yes";"control";45,1077695685512
"433";"Spi_B_12";"Spi";"B";"12";0;"0.1";0,1;"no";"A";0
"434";"Spi_B_12";"Spi";"B";"12";1;"0.1";0,1;"no";"A";0
"435";"Spi_B_12";"Spi";"B";"12";2;"0.1";0,1;"no";"A";0
"436";"Spi_B_12";"Spi";"B";"12";3;"0.1";0,1;"no";"A";0
"437";"Spi_B_13";"Spi";"B";"13";0;"1";1;"no";"B";0
"438";"Spi_B_13";"Spi";"B";"13";1;"1";1;"no";"B";0
"439";"Spi_B_13";"Spi";"B";"13";2;"1";1;"no";"B";0
"440";"Spi_B_13";"Spi";"B";"13";3;"1";1;"no";"B";0
"441";"Spi_B_14";"Spi";"B";"14";0;"10";10;"no";"C";0
"442";"Spi_B_14";"Spi";"B";"14";1;"10";10;"yes";"C";3,4437064630381
"443";"Spi_B_14";"Spi";"B";"14";2;"10";10;"no";"C";0
"444";"Spi_B_14";"Spi";"B";"14";3;"10";10;"no";"C";0
"445";"Spi_B_15";"Spi";"B";"15";0;"100";100;"no";"D";0
"446";"Spi_B_15";"Spi";"B";"15";1;"100";100;"no";"D";0
"447";"Spi_B_15";"Spi";"B";"15";2;"100";100;"no";"D";0
"448";"Spi_B_15";"Spi";"B";"15";3;"100";100;"no";"D";0
"449";"Spi_B_2";"Spi";"B";"2";0;"0.1";0,1;"no";"A";0
"450";"Spi_B_2";"Spi";"B";"2";1;"0.1";0,1;"no";"A";0
"451";"Spi_B_2";"Spi";"B";"2";2;"0.1";0,1;"no";"A";0
"452";"Spi_B_2";"Spi";"B";"2";3;"0.1";0,1;"no";"A";0
"453";"Spi_B_3";"Spi";"B";"3";0;"1";1;"no";"B";0
"454";"Spi_B_3";"Spi";"B";"3";1;"1";1;"no";"B";0
"455";"Spi_B_3";"Spi";"B";"3";2;"1";1;"no";"B";0
"456";"Spi_B_3";"Spi";"B";"3";3;"1";1;"no";"B";0
"457";"Spi_B_4";"Spi";"B";"4";0;"10";10;"no";"C";0
"458";"Spi_B_4";"Spi";"B";"4";1;"10";10;"no";"C";0
"459";"Spi_B_4";"Spi";"B";"4";2;"10";10;"no";"C";0
"460";"Spi_B_4";"Spi";"B";"4";3;"10";10;"no";"C";0
"461";"Spi_B_5";"Spi";"B";"5";0;"100";100;"no";"D";0
"462";"Spi_B_5";"Spi";"B";"5";1;"100";100;"no";"D";0
"463";"Spi_B_5";"Spi";"B";"5";2;"100";100;"yes";"D";3,81287115595743
"464";"Spi_B_5";"Spi";"B";"5";3;"100";100;"no";"D";0
"465";"Spi_B_6";"Spi";"B";"6";0;"control";0;"no";"control";0
"466";"Spi_B_6";"Spi";"B";"6";1;"control";0;"no";"control";0
"467";"Spi_B_6";"Spi";"B";"6";2;"control";0;"no";"control";0
"468";"Spi_B_6";"Spi";"B";"6";3;"control";0;"no";"control";0
"469";"Spi_B_7";"Spi";"B";"7";0;"0.1";0,1;"no";"A";0
"470";"Spi_B_7";"Spi";"B";"7";1;"0.1";0,1;"no";"A";0
"471";"Spi_B_7";"Spi";"B";"7";2;"0.1";0,1;"no";"A";0
"472";"Spi_B_7";"Spi";"B";"7";3;"0.1";0,1;"no";"A";0
"473";"Spi_B_8";"Spi";"B";"8";0;"1";1;"no";"B";0
"474";"Spi_B_8";"Spi";"B";"8";1;"1";1;"no";"B";0
"475";"Spi_B_8";"Spi";"B";"8";2;"1";1;"yes";"B";13,7118700731629
"476";"Spi_B_8";"Spi";"B";"8";3;"1";1;"yes";"B";7,61701352483265
"477";"Spi_B_9";"Spi";"B";"9";0;"10";10;"no";"C";0
"478";"Spi_B_9";"Spi";"B";"9";1;"10";10;"no";"C";0
"479";"Spi_B_9";"Spi";"B";"9";2;"10";10;"yes";"C";4,45706475877898
"480";"Spi_B_9";"Spi";"B";"9";3;"10";10;"yes";"C";1,10481132428928
"481";"Spi_C_1";"Spi";"C";"1";0;"control";0;"no";"control";0
"482";"Spi_C_1";"Spi";"C";"1";1;"control";0;"no";"control";0
"483";"Spi_C_1";"Spi";"C";"1";2;"control";0;"no";"control";0
"484";"Spi_C_1";"Spi";"C";"1";3;"control";0;"no";"control";0
"485";"Spi_C_10";"Spi";"C";"10";0;"100";100;"no";"D";0
"486";"Spi_C_10";"Spi";"C";"10";1;"100";100;"no";"D";0
"487";"Spi_C_10";"Spi";"C";"10";2;"100";100;"no";"D";0
"488";"Spi_C_10";"Spi";"C";"10";3;"100";100;"no";"D";0
"489";"Spi_C_11";"Spi";"C";"11";0;"control";0;"no";"control";0
"490";"Spi_C_11";"Spi";"C";"11";1;"control";0;"no";"control";0
"491";"Spi_C_11";"Spi";"C";"11";2;"control";0;"no";"control";0
"492";"Spi_C_11";"Spi";"C";"11";3;"control";0;"no";"control";0
"493";"Spi_C_12";"Spi";"C";"12";0;"0.1";0,1;"no";"A";0
"494";"Spi_C_12";"Spi";"C";"12";1;"0.1";0,1;"no";"A";0
"495";"Spi_C_12";"Spi";"C";"12";2;"0.1";0,1;"no";"A";0
"496";"Spi_C_12";"Spi";"C";"12";3;"0.1";0,1;"no";"A";0
"497";"Spi_C_13";"Spi";"C";"13";0;"1";1;"no";"B";0
"498";"Spi_C_13";"Spi";"C";"13";1;"1";1;"no";"B";0
"499";"Spi_C_13";"Spi";"C";"13";2;"1";1;"no";"B";0
"500";"Spi_C_13";"Spi";"C";"13";3;"1";1;"no";"B";0
"501";"Spi_C_14";"Spi";"C";"14";0;"10";10;"no";"C";0
"502";"Spi_C_14";"Spi";"C";"14";1;"10";10;"no";"C";0
"503";"Spi_C_14";"Spi";"C";"14";2;"10";10;"no";"C";0
"504";"Spi_C_14";"Spi";"C";"14";3;"10";10;"no";"C";0
"505";"Spi_C_15";"Spi";"C";"15";0;"100";100;"no";"D";0
"506";"Spi_C_15";"Spi";"C";"15";1;"100";100;"no";"D";0
"507";"Spi_C_15";"Spi";"C";"15";2;"100";100;"no";"D";0
"508";"Spi_C_15";"Spi";"C";"15";3;"100";100;"no";"D";0
"509";"Spi_C_2";"Spi";"C";"2";0;"0.1";0,1;"no";"A";0
"510";"Spi_C_2";"Spi";"C";"2";1;"0.1";0,1;"no";"A";0
"511";"Spi_C_2";"Spi";"C";"2";2;"0.1";0,1;"no";"A";0
"512";"Spi_C_2";"Spi";"C";"2";3;"0.1";0,1;"no";"A";0
"513";"Spi_C_3";"Spi";"C";"3";0;"1";1;"no";"B";0
"514";"Spi_C_3";"Spi";"C";"3";1;"1";1;"no";"B";0
"515";"Spi_C_3";"Spi";"C";"3";2;"1";1;"no";"B";0
"516";"Spi_C_3";"Spi";"C";"3";3;"1";1;"no";"B";0
"517";"Spi_C_4";"Spi";"C";"4";0;"10";10;"no";"C";0
"518";"Spi_C_4";"Spi";"C";"4";1;"10";10;"no";"C";0
"519";"Spi_C_4";"Spi";"C";"4";2;"10";10;"no";"C";0
"520";"Spi_C_4";"Spi";"C";"4";3;"10";10;"no";"C";0
"521";"Spi_C_5";"Spi";"C";"5";0;"100";100;"no";"D";0
"522";"Spi_C_5";"Spi";"C";"5";1;"100";100;"no";"D";0
"523";"Spi_C_5";"Spi";"C";"5";2;"100";100;"no";"D";0
"524";"Spi_C_5";"Spi";"C";"5";3;"100";100;"no";"D";0
"525";"Spi_C_6";"Spi";"C";"6";0;"control";0;"no";"control";0
"526";"Spi_C_6";"Spi";"C";"6";1;"control";0;"no";"control";0
"527";"Spi_C_6";"Spi";"C";"6";2;"control";0;"no";"control";0
"528";"Spi_C_6";"Spi";"C";"6";3;"control";0;"no";"control";0
"529";"Spi_C_7";"Spi";"C";"7";0;"0.1";0,1;"no";"A";0
"530";"Spi_C_7";"Spi";"C";"7";1;"0.1";0,1;"no";"A";0
"531";"Spi_C_7";"Spi";"C";"7";2;"0.1";0,1;"no";"A";0
"532";"Spi_C_7";"Spi";"C";"7";3;"0.1";0,1;"no";"A";0
"533";"Spi_C_8";"Spi";"C";"8";0;"1";1;"no";"B";0
"534";"Spi_C_8";"Spi";"C";"8";1;"1";1;"no";"B";0
"535";"Spi_C_8";"Spi";"C";"8";2;"1";1;"no";"B";0
"536";"Spi_C_8";"Spi";"C";"8";3;"1";1;"no";"B";0
"537";"Spi_C_9";"Spi";"C";"9";0;"10";10;"no";"C";0
"538";"Spi_C_9";"Spi";"C";"9";1;"10";10;"no";"C";0
"539";"Spi_C_9";"Spi";"C";"9";2;"10";10;"no";"C";0
"540";"Spi_C_9";"Spi";"C";"9";3;"10";10;"no";"C";0
"541";"Spi_D_1";"Spi";"D";"1";0;"control";0;"no";"control";0
"542";"Spi_D_1";"Spi";"D";"1";1;"control";0;"no";"control";0
"543";"Spi_D_1";"Spi";"D";"1";2;"control";0;"no";"control";0
"544";"Spi_D_1";"Spi";"D";"1";3;"control";0;"no";"control";0
"545";"Spi_D_10";"Spi";"D";"10";0;"100";100;"no";"D";0
"546";"Spi_D_10";"Spi";"D";"10";1;"100";100;"yes";"D";25,2596056165947
"547";"Spi_D_10";"Spi";"D";"10";2;"100";100;"yes";"D";51,4710065585588
"548";"Spi_D_10";"Spi";"D";"10";3;"100";100;"yes";"D";73,551997978019
"549";"Spi_D_11";"Spi";"D";"11";0;"control";0;"no";"control";0
"550";"Spi_D_11";"Spi";"D";"11";1;"control";0;"no";"control";0
"551";"Spi_D_11";"Spi";"D";"11";2;"control";0;"no";"control";0
"552";"Spi_D_11";"Spi";"D";"11";3;"control";0;"no";"control";0
"553";"Spi_D_12";"Spi";"D";"12";0;"0.1";0,1;"no";"A";0
"554";"Spi_D_12";"Spi";"D";"12";1;"0.1";0,1;"no";"A";0
"555";"Spi_D_12";"Spi";"D";"12";2;"0.1";0,1;"no";"A";0
"556";"Spi_D_12";"Spi";"D";"12";3;"0.1";0,1;"no";"A";0
"557";"Spi_D_13";"Spi";"D";"13";0;"1";1;"no";"B";0
"558";"Spi_D_13";"Spi";"D";"13";1;"1";1;"yes";"B";15,2054327779056
"559";"Spi_D_13";"Spi";"D";"13";2;"1";1;"yes";"B";9,77101634068547
"560";"Spi_D_13";"Spi";"D";"13";3;"1";1;"yes";"B";20,2086209920475
"561";"Spi_D_14";"Spi";"D";"14";0;"10";10;"no";"C";0
"562";"Spi_D_14";"Spi";"D";"14";1;"10";10;"yes";"C";18,6052581014628
"563";"Spi_D_14";"Spi";"D";"14";2;"10";10;"yes";"C";8,29153742674464
"564";"Spi_D_14";"Spi";"D";"14";3;"10";10;"yes";"C";4,50450495787812
"565";"Spi_D_15";"Spi";"D";"15";0;"100";100;"no";"D";0
"566";"Spi_D_15";"Spi";"D";"15";1;"100";100;"yes";"D";20,844145862701
"567";"Spi_D_15";"Spi";"D";"15";2;"100";100;"yes";"D";33,041553162921
"568";"Spi_D_15";"Spi";"D";"15";3;"100";100;"yes";"D";40,5576234903313
"569";"Spi_D_2";"Spi";"D";"2";0;"0.1";0,1;"no";"A";0
"570";"Spi_D_2";"Spi";"D";"2";1;"0.1";0,1;"no";"A";0
"571";"Spi_D_2";"Spi";"D";"2";2;"0.1";0,1;"yes";"A";22,7007741794454
"572";"Spi_D_2";"Spi";"D";"2";3;"0.1";0,1;"yes";"A";15,4118651140212
"573";"Spi_D_3";"Spi";"D";"3";0;"1";1;"no";"B";0
"574";"Spi_D_3";"Spi";"D";"3";1;"1";1;"no";"B";0
"575";"Spi_D_3";"Spi";"D";"3";2;"1";1;"yes";"B";37,9356021718082
"576";"Spi_D_3";"Spi";"D";"3";3;"1";1;"yes";"B";60,8837055745437
"577";"Spi_D_4";"Spi";"D";"4";0;"10";10;"no";"C";0
"578";"Spi_D_4";"Spi";"D";"4";1;"10";10;"yes";"C";21,3386391350923
"579";"Spi_D_4";"Spi";"D";"4";2;"10";10;"yes";"C";16,7455925223177
"580";"Spi_D_4";"Spi";"D";"4";3;"10";10;"yes";"C";8,25354634754079
"581";"Spi_D_5";"Spi";"D";"5";0;"100";100;"no";"D";0
"582";"Spi_D_5";"Spi";"D";"5";1;"100";100;"yes";"D";20,3315188541855
"583";"Spi_D_5";"Spi";"D";"5";2;"100";100;"yes";"D";30,4723339406588
"584";"Spi_D_5";"Spi";"D";"5";3;"100";100;"yes";"D";40,8385347762011
"585";"Spi_D_6";"Spi";"D";"6";0;"control";0;"no";"control";0
"586";"Spi_D_6";"Spi";"D";"6";1;"control";0;"no";"control";0
"587";"Spi_D_6";"Spi";"D";"6";2;"control";0;"yes";"control";6,51664646901076
"588";"Spi_D_6";"Spi";"D";"6";3;"control";0;"no";"control";0
"589";"Spi_D_7";"Spi";"D";"7";0;"0.1";0,1;"no";"A";0
"590";"Spi_D_7";"Spi";"D";"7";1;"0.1";0,1;"no";"A";0
"591";"Spi_D_7";"Spi";"D";"7";2;"0.1";0,1;"yes";"A";46,1723155707886
"592";"Spi_D_7";"Spi";"D";"7";3;"0.1";0,1;"yes";"A";64,5128390908516
"593";"Spi_D_8";"Spi";"D";"8";0;"1";1;"no";"B";0
"594";"Spi_D_8";"Spi";"D";"8";1;"1";1;"no";"B";0
"595";"Spi_D_8";"Spi";"D";"8";2;"1";1;"no";"B";0
"596";"Spi_D_8";"Spi";"D";"8";3;"1";1;"no";"B";0
"597";"Spi_D_9";"Spi";"D";"9";0;"10";10;"no";"C";0
"598";"Spi_D_9";"Spi";"D";"9";1;"10";10;"no";"C";0
"599";"Spi_D_9";"Spi";"D";"9";2;"10";10;"yes";"C";1,98178168248886
"600";"Spi_D_9";"Spi";"D";"9";3;"10";10;"yes";"C";0,940841307310383
"601";"Spi_E_1";"Spi";"E";"1";0;"control";0;"no";"control";0
"602";"Spi_E_1";"Spi";"E";"1";1;"control";0;"no";"control";0
"603";"Spi_E_1";"Spi";"E";"1";2;"control";0;"no";"control";0
"604";"Spi_E_1";"Spi";"E";"1";3;"control";0;"no";"control";0
"605";"Spi_E_10";"Spi";"E";"10";0;"100";100;"no";"D";0
"606";"Spi_E_10";"Spi";"E";"10";1;"100";100;"no";"D";0
"607";"Spi_E_10";"Spi";"E";"10";2;"100";100;"yes";"D";1,96662448839862
"608";"Spi_E_10";"Spi";"E";"10";3;"100";100;"yes";"D";2,34106518825254
"609";"Spi_E_11";"Spi";"E";"11";0;"control";0;"no";"control";0
"610";"Spi_E_11";"Spi";"E";"11";1;"control";0;"no";"control";0
"611";"Spi_E_11";"Spi";"E";"11";2;"control";0;"no";"control";0
"612";"Spi_E_11";"Spi";"E";"11";3;"control";0;"no";"control";0
"613";"Spi_E_12";"Spi";"E";"12";0;"0.1";0,1;"no";"A";0
"614";"Spi_E_12";"Spi";"E";"12";1;"0.1";0,1;"no";"A";0
"615";"Spi_E_12";"Spi";"E";"12";2;"0.1";0,1;"no";"A";0
"616";"Spi_E_12";"Spi";"E";"12";3;"0.1";0,1;"yes";"A";0,88309332433542
"617";"Spi_E_13";"Spi";"E";"13";0;"1";1;"no";"B";0
"618";"Spi_E_13";"Spi";"E";"13";1;"1";1;"yes";"B";2,94284243656123
"619";"Spi_E_13";"Spi";"E";"13";2;"1";1;"no";"B";0
"620";"Spi_E_13";"Spi";"E";"13";3;"1";1;"no";"B";0
"621";"Spi_E_14";"Spi";"E";"14";0;"10";10;"no";"C";0
"622";"Spi_E_14";"Spi";"E";"14";1;"10";10;"no";"C";0
"623";"Spi_E_14";"Spi";"E";"14";2;"10";10;"no";"C";0
"624";"Spi_E_14";"Spi";"E";"14";3;"10";10;"no";"C";0
"625";"Spi_E_15";"Spi";"E";"15";0;"100";100;"no";"D";0
"626";"Spi_E_15";"Spi";"E";"15";1;"100";100;"yes";"D";2,40929275479228
"627";"Spi_E_15";"Spi";"E";"15";2;"100";100;"no";"D";0
"628";"Spi_E_15";"Spi";"E";"15";3;"100";100;"no";"D";0
"629";"Spi_E_2";"Spi";"E";"2";0;"0.1";0,1;"no";"A";0
"630";"Spi_E_2";"Spi";"E";"2";1;"0.1";0,1;"no";"A";0
"631";"Spi_E_2";"Spi";"E";"2";2;"0.1";0,1;"no";"A";0
"632";"Spi_E_2";"Spi";"E";"2";3;"0.1";0,1;"no";"A";0
"633";"Spi_E_3";"Spi";"E";"3";0;"1";1;"no";"B";0
"634";"Spi_E_3";"Spi";"E";"3";1;"1";1;"no";"B";0
"635";"Spi_E_3";"Spi";"E";"3";2;"1";1;"no";"B";0
"636";"Spi_E_3";"Spi";"E";"3";3;"1";1;"no";"B";0
"637";"Spi_E_4";"Spi";"E";"4";0;"10";10;"no";"C";0
"638";"Spi_E_4";"Spi";"E";"4";1;"10";10;"no";"C";0
"639";"Spi_E_4";"Spi";"E";"4";2;"10";10;"no";"C";0
"640";"Spi_E_4";"Spi";"E";"4";3;"10";10;"no";"C";0
"641";"Spi_E_5";"Spi";"E";"5";0;"100";100;"no";"D";0
"642";"Spi_E_5";"Spi";"E";"5";1;"100";100;"no";"D";0
"643";"Spi_E_5";"Spi";"E";"5";2;"100";100;"no";"D";0
"644";"Spi_E_5";"Spi";"E";"5";3;"100";100;"yes";"D";3,02756990409626
"645";"Spi_E_6";"Spi";"E";"6";0;"control";0;"no";"control";0
"646";"Spi_E_6";"Spi";"E";"6";1;"control";0;"no";"control";0
"647";"Spi_E_6";"Spi";"E";"6";2;"control";0;"no";"control";0
"648";"Spi_E_6";"Spi";"E";"6";3;"control";0;"no";"control";0
"649";"Spi_E_7";"Spi";"E";"7";0;"0.1";0,1;"no";"A";0
"650";"Spi_E_7";"Spi";"E";"7";1;"0.1";0,1;"no";"A";0
"651";"Spi_E_7";"Spi";"E";"7";2;"0.1";0,1;"no";"A";0
"652";"Spi_E_7";"Spi";"E";"7";3;"0.1";0,1;"no";"A";0
"653";"Spi_E_8";"Spi";"E";"8";0;"1";1;"no";"B";0
"654";"Spi_E_8";"Spi";"E";"8";1;"1";1;"no";"B";0
"655";"Spi_E_8";"Spi";"E";"8";2;"1";1;"no";"B";0
"656";"Spi_E_8";"Spi";"E";"8";3;"1";1;"no";"B";0
"657";"Spi_E_9";"Spi";"E";"9";0;"10";10;"no";"C";0
"658";"Spi_E_9";"Spi";"E";"9";1;"10";10;"no";"C";0
"659";"Spi_E_9";"Spi";"E";"9";2;"10";10;"no";"C";0
"660";"Spi_E_9";"Spi";"E";"9";3;"10";10;"no";"C";0
"661";"Spi_F_1";"Spi";"F";"1";0;"control";0;"no";"control";0
"662";"Spi_F_1";"Spi";"F";"1";1;"control";0;"no";"control";0
"663";"Spi_F_1";"Spi";"F";"1";2;"control";0;"no";"control";0
"664";"Spi_F_1";"Spi";"F";"1";3;"control";0;"no";"control";0
"665";"Spi_F_10";"Spi";"F";"10";0;"100";100;"no";"D";0
"666";"Spi_F_10";"Spi";"F";"10";1;"100";100;"no";"D";0
"667";"Spi_F_10";"Spi";"F";"10";2;"100";100;"no";"D";0
"668";"Spi_F_10";"Spi";"F";"10";3;"100";100;"no";"D";0
"669";"Spi_F_11";"Spi";"F";"11";0;"control";0;"no";"control";0
"670";"Spi_F_11";"Spi";"F";"11";1;"control";0;"no";"control";0
"671";"Spi_F_11";"Spi";"F";"11";2;"control";0;"no";"control";0
"672";"Spi_F_11";"Spi";"F";"11";3;"control";0;"no";"control";0
"673";"Spi_F_12";"Spi";"F";"12";0;"0.1";0,1;"no";"A";0
"674";"Spi_F_12";"Spi";"F";"12";1;"0.1";0,1;"no";"A";0
"675";"Spi_F_12";"Spi";"F";"12";2;"0.1";0,1;"no";"A";0
"676";"Spi_F_12";"Spi";"F";"12";3;"0.1";0,1;"no";"A";0
"677";"Spi_F_13";"Spi";"F";"13";0;"1";1;"no";"B";0
"678";"Spi_F_13";"Spi";"F";"13";1;"1";1;"yes";"B";4,53763688104898
"679";"Spi_F_13";"Spi";"F";"13";2;"1";1;"yes";"B";7,46793367520741
"680";"Spi_F_13";"Spi";"F";"13";3;"1";1;"no";"B";0
"681";"Spi_F_14";"Spi";"F";"14";0;"10";10;"no";"C";0
"682";"Spi_F_14";"Spi";"F";"14";1;"10";10;"no";"C";0
"683";"Spi_F_14";"Spi";"F";"14";2;"10";10;"no";"C";0
"684";"Spi_F_14";"Spi";"F";"14";3;"10";10;"no";"C";0
"685";"Spi_F_15";"Spi";"F";"15";0;"100";100;"no";"D";0
"686";"Spi_F_15";"Spi";"F";"15";1;"100";100;"no";"D";0
"687";"Spi_F_15";"Spi";"F";"15";2;"100";100;"no";"D";0
"688";"Spi_F_15";"Spi";"F";"15";3;"100";100;"yes";"D";5,81520791873514
"689";"Spi_F_2";"Spi";"F";"2";0;"0.1";0,1;"no";"A";0
"690";"Spi_F_2";"Spi";"F";"2";1;"0.1";0,1;"no";"A";0
"691";"Spi_F_2";"Spi";"F";"2";2;"0.1";0,1;"no";"A";0
"692";"Spi_F_2";"Spi";"F";"2";3;"0.1";0,1;"no";"A";0
"693";"Spi_F_3";"Spi";"F";"3";0;"1";1;"no";"B";0
"694";"Spi_F_3";"Spi";"F";"3";1;"1";1;"no";"B";0
"695";"Spi_F_3";"Spi";"F";"3";2;"1";1;"no";"B";0
"696";"Spi_F_3";"Spi";"F";"3";3;"1";1;"no";"B";0
"697";"Spi_F_4";"Spi";"F";"4";0;"10";10;"no";"C";0
"698";"Spi_F_4";"Spi";"F";"4";1;"10";10;"no";"C";0
"699";"Spi_F_4";"Spi";"F";"4";2;"10";10;"no";"C";0
"700";"Spi_F_4";"Spi";"F";"4";3;"10";10;"no";"C";0
"701";"Spi_F_5";"Spi";"F";"5";0;"100";100;"no";"D";0
